RULING,RULING_DATE,Found_HTS8,brief_description
NY N335919,8/28/24,6001.92.00,Knitted or crocheted pile fabrics (other than long pile or looped pile) of man-made fibers
NY N335919,8/28/24,6001.92.00,Knitted or crocheted pile fabrics (other than long pile or looped pile) of man-made fibers
NY N335919,8/28/24,6001.92.00,Knitted or crocheted pile fabrics (other than long pile or looped pile) of man-made fibers
NY N335919,8/28/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N335919,8/28/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N335919,8/28/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N335919,8/28/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N335919,8/28/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N335919,8/28/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N341640,8/28/24,1604.20.05,"Products containing meat of crustaceans, molluscs or other aquatic invertebrates, prepared meals"
NY N341640,8/28/24,1604.20.05,"Products containing meat of crustaceans, molluscs or other aquatic invertebrates, prepared meals"
NY N341640,8/28/24,1604.20.05,"Products containing meat of crustaceans, molluscs or other aquatic invertebrates, prepared meals"
NY N341640,8/28/24,1604.20.05,"Products containing meat of crustaceans, molluscs or other aquatic invertebrates, prepared meals"
NY N341640,8/28/24,1604.20.05,"Products containing meat of crustaceans, molluscs or other aquatic invertebrates, prepared meals"
NY N341640,8/28/24,1604.20.05,"Products containing meat of crustaceans, molluscs or other aquatic invertebrates, prepared meals"
NY N341640,8/28/24,1604.20.05,"Products containing meat of crustaceans, molluscs or other aquatic invertebrates, prepared meals"
NY N341640,8/28/24,1604.20.05,"Products containing meat of crustaceans, molluscs or other aquatic invertebrates, prepared meals"
NY N341640,8/28/24,1604.20.05,"Products containing meat of crustaceans, molluscs or other aquatic invertebrates, prepared meals"
NY N341640,8/28/24,1604.20.05,"Products containing meat of crustaceans, molluscs or other aquatic invertebrates, prepared meals"
NY N341700,8/28/24,6208.92.00,"Women's or girls' singlets & other undershirts, briefs, panties, bathrobes & similar articles, not knitted or crocheted, of man-made fibers"
NY N341700,8/28/24,6208.92.00,"Women's or girls' singlets & other undershirts, briefs, panties, bathrobes & similar articles, not knitted or crocheted, of man-made fibers"
NY N341700,8/28/24,6208.92.00,"Women's or girls' singlets & other undershirts, briefs, panties, bathrobes & similar articles, not knitted or crocheted, of man-made fibers"
NY N341700,8/28/24,6208.92.00,"Women's or girls' singlets & other undershirts, briefs, panties, bathrobes & similar articles, not knitted or crocheted, of man-made fibers"
NY N341700,8/28/24,6208.92.00,"Women's or girls' singlets & other undershirts, briefs, panties, bathrobes & similar articles, not knitted or crocheted, of man-made fibers"
NY N341700,8/28/24,6208.92.00,"Women's or girls' singlets & other undershirts, briefs, panties, bathrobes & similar articles, not knitted or crocheted, of man-made fibers"
NY N341700,8/28/24,6208.92.00,"Women's or girls' singlets & other undershirts, briefs, panties, bathrobes & similar articles, not knitted or crocheted, of man-made fibers"
NY N341904,8/28/24,7616.99.51,"Aluminum, articles, nesoi"
NY N341904,8/28/24,7616.99.51,"Aluminum, articles, nesoi"
NY N341904,8/28/24,7616.99.51,"Aluminum, articles, nesoi"
NY N341904,8/28/24,7616.99.51,"Aluminum, articles, nesoi"
NY N341904,8/28/24,7616.99.51,"Aluminum, articles, nesoi"
NY N341904,8/28/24,7616.99.51,"Aluminum, articles, nesoi"
NY N341904,8/28/24,7616.99.51,"Aluminum, articles, nesoi"
NY N341904,8/28/24,7616.99.51,"Aluminum, articles, nesoi"
NY N341904,8/28/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N341904,8/28/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N341904,8/28/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N341904,8/28/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N341904,8/28/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N341904,8/28/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N341937,8/28/24,6204.43.40,"Women's or girls' dresses, not knitted or crocheted, of synthetic fibers, nesoi"
NY N341937,8/28/24,6204.43.40,"Women's or girls' dresses, not knitted or crocheted, of synthetic fibers, nesoi"
NY N341937,8/28/24,6204.43.40,"Women's or girls' dresses, not knitted or crocheted, of synthetic fibers, nesoi"
NY N341937,8/28/24,6204.43.40,"Women's or girls' dresses, not knitted or crocheted, of synthetic fibers, nesoi"
NY N341937,8/28/24,6204.43.40,"Women's or girls' dresses, not knitted or crocheted, of synthetic fibers, nesoi"
NY N341937,8/28/24,6204.43.40,"Women's or girls' dresses, not knitted or crocheted, of synthetic fibers, nesoi"
NY N341937,8/28/24,6204.43.40,"Women's or girls' dresses, not knitted or crocheted, of synthetic fibers, nesoi"
NY N341937,8/28/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N341937,8/28/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N341937,8/28/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N341937,8/28/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N341937,8/28/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N341937,8/28/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N341937,8/28/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N341939,8/28/24,6204.43.40,"Women's or girls' dresses, not knitted or crocheted, of synthetic fibers, nesoi"
NY N341939,8/28/24,6204.43.40,"Women's or girls' dresses, not knitted or crocheted, of synthetic fibers, nesoi"
NY N341939,8/28/24,6204.43.40,"Women's or girls' dresses, not knitted or crocheted, of synthetic fibers, nesoi"
NY N341939,8/28/24,6204.43.40,"Women's or girls' dresses, not knitted or crocheted, of synthetic fibers, nesoi"
NY N341939,8/28/24,6204.43.40,"Women's or girls' dresses, not knitted or crocheted, of synthetic fibers, nesoi"
NY N341939,8/28/24,6204.43.40,"Women's or girls' dresses, not knitted or crocheted, of synthetic fibers, nesoi"
NY N341939,8/28/24,6204.43.40,"Women's or girls' dresses, not knitted or crocheted, of synthetic fibers, nesoi"
NY N341939,8/28/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N341939,8/28/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N341939,8/28/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N341939,8/28/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N341939,8/28/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N341939,8/28/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N341939,8/28/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N341941,8/28/24,6204.43.40,"Women's or girls' dresses, not knitted or crocheted, of synthetic fibers, nesoi"
NY N341941,8/28/24,6204.43.40,"Women's or girls' dresses, not knitted or crocheted, of synthetic fibers, nesoi"
NY N341941,8/28/24,6204.43.40,"Women's or girls' dresses, not knitted or crocheted, of synthetic fibers, nesoi"
NY N341941,8/28/24,6204.43.40,"Women's or girls' dresses, not knitted or crocheted, of synthetic fibers, nesoi"
NY N341941,8/28/24,6204.43.40,"Women's or girls' dresses, not knitted or crocheted, of synthetic fibers, nesoi"
NY N341941,8/28/24,6204.43.40,"Women's or girls' dresses, not knitted or crocheted, of synthetic fibers, nesoi"
NY N341941,8/28/24,6204.43.40,"Women's or girls' dresses, not knitted or crocheted, of synthetic fibers, nesoi"
NY N341941,8/28/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N341941,8/28/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N341941,8/28/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N341941,8/28/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N341941,8/28/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N341941,8/28/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N341941,8/28/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N341942,8/28/24,6204.43.40,"Women's or girls' dresses, not knitted or crocheted, of synthetic fibers, nesoi"
NY N341942,8/28/24,6204.43.40,"Women's or girls' dresses, not knitted or crocheted, of synthetic fibers, nesoi"
NY N341942,8/28/24,6204.43.40,"Women's or girls' dresses, not knitted or crocheted, of synthetic fibers, nesoi"
NY N341942,8/28/24,6204.43.40,"Women's or girls' dresses, not knitted or crocheted, of synthetic fibers, nesoi"
NY N341942,8/28/24,6204.43.40,"Women's or girls' dresses, not knitted or crocheted, of synthetic fibers, nesoi"
NY N341942,8/28/24,6204.43.40,"Women's or girls' dresses, not knitted or crocheted, of synthetic fibers, nesoi"
NY N341942,8/28/24,6204.43.40,"Women's or girls' dresses, not knitted or crocheted, of synthetic fibers, nesoi"
NY N341942,8/28/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N341942,8/28/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N341942,8/28/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N341942,8/28/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N341942,8/28/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N341942,8/28/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N341942,8/28/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N341944,8/28/24,6204.43.40,"Women's or girls' dresses, not knitted or crocheted, of synthetic fibers, nesoi"
NY N341944,8/28/24,6204.43.40,"Women's or girls' dresses, not knitted or crocheted, of synthetic fibers, nesoi"
NY N341944,8/28/24,6204.43.40,"Women's or girls' dresses, not knitted or crocheted, of synthetic fibers, nesoi"
NY N341944,8/28/24,6204.43.40,"Women's or girls' dresses, not knitted or crocheted, of synthetic fibers, nesoi"
NY N341944,8/28/24,6204.43.40,"Women's or girls' dresses, not knitted or crocheted, of synthetic fibers, nesoi"
NY N341944,8/28/24,6204.43.40,"Women's or girls' dresses, not knitted or crocheted, of synthetic fibers, nesoi"
NY N341944,8/28/24,6204.43.40,"Women's or girls' dresses, not knitted or crocheted, of synthetic fibers, nesoi"
NY N341944,8/28/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N341944,8/28/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N341944,8/28/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N341944,8/28/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N341944,8/28/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N341944,8/28/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N341944,8/28/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N341945,8/28/24,6204.43.40,"Women's or girls' dresses, not knitted or crocheted, of synthetic fibers, nesoi"
NY N341945,8/28/24,6204.43.40,"Women's or girls' dresses, not knitted or crocheted, of synthetic fibers, nesoi"
NY N341945,8/28/24,6204.43.40,"Women's or girls' dresses, not knitted or crocheted, of synthetic fibers, nesoi"
NY N341945,8/28/24,6204.43.40,"Women's or girls' dresses, not knitted or crocheted, of synthetic fibers, nesoi"
NY N341945,8/28/24,6204.43.40,"Women's or girls' dresses, not knitted or crocheted, of synthetic fibers, nesoi"
NY N341945,8/28/24,6204.43.40,"Women's or girls' dresses, not knitted or crocheted, of synthetic fibers, nesoi"
NY N341945,8/28/24,6204.43.40,"Women's or girls' dresses, not knitted or crocheted, of synthetic fibers, nesoi"
NY N341945,8/28/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N341945,8/28/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N341945,8/28/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N341945,8/28/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N341945,8/28/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N341945,8/28/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N341945,8/28/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N341946,8/28/24,6104.43.20,"Women's or girls' dresses, knitted or crocheted, of synthetic fibers, nesoi"
NY N341946,8/28/24,6104.43.20,"Women's or girls' dresses, knitted or crocheted, of synthetic fibers, nesoi"
NY N341946,8/28/24,6104.43.20,"Women's or girls' dresses, knitted or crocheted, of synthetic fibers, nesoi"
